"s","l","n"
"http://dbpedia.org/resource/Lincoln_International","http://dbpedia.org/resource/United_States",600
"http://dbpedia.org/resource/Applied_Predictive_Technologies","http://dbpedia.org/resource/United_States",600
"http://dbpedia.org/resource/Applied_Micro_Circuits_Corporation","http://dbpedia.org/resource/United_States",600
"http://dbpedia.org/resource/Pipedrive","http://dbpedia.org/resource/United_States",600
"http://dbpedia.org/resource/Virage_Logic","http://dbpedia.org/resource/United_States",600
"http://dbpedia.org/resource/PJT_Partners","http://dbpedia.org/resource/United_States",600
"http://dbpedia.org/resource/Buscapé","http://dbpedia.org/resource/Brazil",600
"http://dbpedia.org/resource/Sparekassen_Sjælland","http://dbpedia.org/resource/Denmark",600
"http://dbpedia.org/resource/Starco","http://dbpedia.org/resource/Denmark",600
"http://dbpedia.org/resource/WinWinD","http://dbpedia.org/resource/Finland",600
"http://dbpedia.org/resource/Blom","http://dbpedia.org/resource/Norway",600
"http://dbpedia.org/resource/Southern_and_Eastern_Norway_Pharmaceutical_Trust","http://dbpedia.org/resource/Norway",600
"http://dbpedia.org/resource/Skagerak_Energi","http://dbpedia.org/resource/Norway",600
"http://dbpedia.org/resource/Nidar","http://dbpedia.org/resource/Norway",600
"http://dbpedia.org/resource/Regional_Express_Holdings","http://dbpedia.org/resource/Australia",600
"http://dbpedia.org/resource/W&H_Dentalwerk","http://dbpedia.org/resource/Austria",600
"http://dbpedia.org/resource/Game_Insight","http://dbpedia.org/resource/Lithuania",600
"http://dbpedia.org/resource/First_Atlantic_Bank","http://dbpedia.org/resource/Ghana",600
"http://dbpedia.org/resource/Cybex_International","http://dbpedia.org/resource/Leicestershire",600
"http://dbpedia.org/resource/Gulf_Keystone_Petroleum","http://dbpedia.org/resource/Bermuda",600
"http://dbpedia.org/resource/Development_Bank_of_Southern_Africa","http://dbpedia.org/resource/South_Africa",600
"http://dbpedia.org/resource/Aerosud","http://dbpedia.org/resource/South_Africa",600
"http://dbpedia.org/resource/Standard_Chartered_South_Africa","http://dbpedia.org/resource/South_Africa",600
"http://dbpedia.org/resource/Cheung_Hing_International_Electrical_Products_Ltd.","http://dbpedia.org/resource/Hong_Kong",600
"http://dbpedia.org/resource/Hong_Kong_Productivity_Council","http://dbpedia.org/resource/Hong_Kong",600
"http://dbpedia.org/resource/Ceccato_motorcycles","http://dbpedia.org/resource/Italy",600
"http://dbpedia.org/resource/Integrated_Telecom_Company","http://dbpedia.org/resource/Saudi_Arabia",600
"http://dbpedia.org/resource/Cúram_Software","http://dbpedia.org/resource/Republic_of_Ireland",600
"http://dbpedia.org/resource/FINEOS","http://dbpedia.org/resource/Republic_of_Ireland",600
"http://dbpedia.org/resource/Avoca_Handweavers","http://dbpedia.org/resource/Republic_of_Ireland",600
"http://dbpedia.org/resource/Irish_Distillers","http://dbpedia.org/resource/Republic_of_Ireland",600
"http://dbpedia.org/resource/Dilek_Ecza_Deposu","http://dbpedia.org/resource/Turkey",600
"http://dbpedia.org/resource/CPL_Aromas","http://dbpedia.org/resource/UK",600
"http://dbpedia.org/resource/Carnegie_Investment_Bank","http://dbpedia.org/resource/Sweden",600
"http://dbpedia.org/resource/Tanzania_Cigarette_Company","http://dbpedia.org/resource/Tanzania",600
"http://dbpedia.org/resource/Pipedrive","http://dbpedia.org/resource/Estonia",600
"http://dbpedia.org/resource/Urban_Bank","http://dbpedia.org/resource/Philippines",600
"http://dbpedia.org/resource/WeDo_Technologies","http://dbpedia.org/resource/Portugal",600
"http://dbpedia.org/resource/Buck_&_Hickman","http://dbpedia.org/resource/England",600
"http://dbpedia.org/resource/Selther","http://dbpedia.org/resource/Mexico",600
"http://dbpedia.org/resource/Berlin_Hyp","http://dbpedia.org/resource/Germany",596
"http://dbpedia.org/resource/FacilitySource","http://dbpedia.org/resource/United_States_of_America",595
"http://dbpedia.org/resource/Patelco_Credit_Union","http://dbpedia.org/resource/United_States",594
"http://dbpedia.org/resource/Norsk_Spisevognselskap","http://dbpedia.org/resource/Norway",591
"http://dbpedia.org/resource/Jamuna_Oil_Company","http://dbpedia.org/resource/Bangladesh",591
"http://dbpedia.org/resource/Syncada","http://dbpedia.org/resource/United_States",590
"http://dbpedia.org/resource/Sidian_Bank","http://dbpedia.org/resource/Kenya",590
"http://dbpedia.org/resource/ZGF_Architects","http://dbpedia.org/resource/United_States",588
"http://dbpedia.org/resource/MidWestOne_Financial_Group","http://dbpedia.org/resource/United_States",587
"http://dbpedia.org/resource/Malibu_Boats","http://dbpedia.org/resource/United_States",586
"http://dbpedia.org/resource/Domstein","http://dbpedia.org/resource/Norway",585
"http://dbpedia.org/resource/Standard_Chartered_Zimbabwe","http://dbpedia.org/resource/Zimbabwe",582
"http://dbpedia.org/resource/Peters_(bakery)","http://dbpedia.org/resource/United_Kingdom",580
"http://dbpedia.org/resource/Team_Trafikk","http://dbpedia.org/resource/Norway",580
"http://dbpedia.org/resource/Audi_Sport_GmbH","http://dbpedia.org/resource/Germany",580
"http://dbpedia.org/resource/Hurix_Systems","http://dbpedia.org/resource/India",580
"http://dbpedia.org/resource/Mitsuoka","http://dbpedia.org/resource/Japan",580
"http://dbpedia.org/resource/Thales_Air_Defence","http://dbpedia.org/resource/United_Kingdom",579
"http://dbpedia.org/resource/Thales_Air_Defence","http://dbpedia.org/resource/Northern_Ireland",579
"http://dbpedia.org/resource/Virtus_Investment_Partners","http://dbpedia.org/resource/United_States",577
"http://dbpedia.org/resource/Banca_di_Sassari","http://dbpedia.org/resource/Italy",575
"http://dbpedia.org/resource/Badel_1862","http://dbpedia.org/resource/Croatia",575
"http://dbpedia.org/resource/Actuate_Corporation","http://dbpedia.org/resource/United_States",570
"http://dbpedia.org/resource/Dawa_Limited","http://dbpedia.org/resource/Kenya",570
"http://dbpedia.org/resource/GSW_Immobilien","http://dbpedia.org/resource/Germany",570
"http://dbpedia.org/resource/Ophir_Optronics","http://dbpedia.org/resource/Israel",570
"http://dbpedia.org/resource/Vodacom_Tanzania","http://dbpedia.org/resource/Tanzania",570
"http://dbpedia.org/resource/Municipal_Credit_Union","http://dbpedia.org/resource/United_States",568
"http://dbpedia.org/resource/Institut_IGH","http://dbpedia.org/resource/Croatia",568
"http://dbpedia.org/resource/Sears_Seating","http://dbpedia.org/resource/United_States",566
"http://dbpedia.org/resource/Ukwala_Supermarkets","http://dbpedia.org/resource/Kenya",566
"http://dbpedia.org/resource/Department_of_Home_Affairs_(Isle_of_Man)","http://dbpedia.org/resource/Isle_of_Man",565
"http://dbpedia.org/resource/BinckBank","http://dbpedia.org/resource/Netherlands",565
"http://dbpedia.org/resource/National-Bank","http://dbpedia.org/resource/Germany",564
"http://dbpedia.org/resource/Larox","http://dbpedia.org/resource/Finland",562
"http://dbpedia.org/resource/Mathys_Medical","http://dbpedia.org/resource/Switzerland",562
"http://dbpedia.org/resource/Futu_Holdings","http://dbpedia.org/resource/Hong_Kong",561
"http://dbpedia.org/resource/Kavli_Trust","http://dbpedia.org/resource/Norway",560
"http://dbpedia.org/resource/Sumangali_Cable_Vision","http://dbpedia.org/resource/India",560
"http://dbpedia.org/resource/A1_Slovenija","http://dbpedia.org/resource/Slovenia",558
"http://dbpedia.org/resource/TNSC_Bank","http://dbpedia.org/resource/India",558
"http://dbpedia.org/resource/Seiko_Instruments","http://dbpedia.org/resource/Japan",557
"http://dbpedia.org/resource/Repower_(company)","http://dbpedia.org/resource/Switzerland",555
"http://dbpedia.org/resource/Biostar","http://dbpedia.org/resource/Taiwan",553
"http://dbpedia.org/resource/Crnogorski_Telekom","http://dbpedia.org/resource/Montenegro",552
"http://dbpedia.org/resource/IVG_Immobilien","http://dbpedia.org/resource/Germany",551
"http://dbpedia.org/resource/FINCA_Uganda_Limited","http://dbpedia.org/resource/Uganda",550
"http://dbpedia.org/resource/David's_Supermarkets","http://dbpedia.org/resource/United_States",550
"http://dbpedia.org/resource/Drs._Foster_&_Smith","http://dbpedia.org/resource/United_States",550
"http://dbpedia.org/resource/Kuhn,_Loeb_&_Co.","http://dbpedia.org/resource/United_States",550
"http://dbpedia.org/resource/Kommunal_Landspensjonskasse","http://dbpedia.org/resource/Norway",550
"http://dbpedia.org/resource/StormGeo","http://dbpedia.org/resource/Norway",550
"http://dbpedia.org/resource/Agricultural_Bank_of_Libya","http://dbpedia.org/resource/Libya",550
"http://dbpedia.org/resource/Cyberoam","http://dbpedia.org/resource/India",550
"http://dbpedia.org/resource/Metronapoli","http://dbpedia.org/resource/Italy",550
"http://dbpedia.org/resource/Avant_(company)","http://dbpedia.org/resource/U.S.",550
"http://dbpedia.org/resource/Constanța_South_Container_Terminal","http://dbpedia.org/resource/Romania",550
"http://dbpedia.org/resource/Gazelle_(bicycle_company)","http://dbpedia.org/resource/Netherlands",550
"http://dbpedia.org/resource/Genmab","http://dbpedia.org/resource/Denmark",548
"http://dbpedia.org/resource/Multiyork","http://dbpedia.org/resource/United_Kingdom",547
"http://dbpedia.org/resource/Bralirwa_Brewery","http://dbpedia.org/resource/Rwanda",546
"http://dbpedia.org/resource/Mahanagar_Gas","http://dbpedia.org/resource/India",542
"http://dbpedia.org/resource/Shane_Company","http://dbpedia.org/resource/U.S.",542
"http://dbpedia.org/resource/Nippo_Batteries","http://dbpedia.org/resource/India",540
"http://dbpedia.org/resource/Sercomtel","http://dbpedia.org/resource/Brazil",537
"http://dbpedia.org/resource/Meghna_Bank","http://dbpedia.org/resource/Bangladesh",537
"http://dbpedia.org/resource/Fairwinds_Credit_Union","http://dbpedia.org/resource/United_States",536
"http://dbpedia.org/resource/Innofactor","http://dbpedia.org/resource/Finland",534
"http://dbpedia.org/resource/Marvelous_(company)","http://dbpedia.org/resource/Japan",533
"http://dbpedia.org/resource/Landesbank_Saar","http://dbpedia.org/resource/Germany",531
"http://dbpedia.org/resource/MyHeritage","http://dbpedia.org/resource/Israel",531
"http://dbpedia.org/resource/Burness_Paull","http://dbpedia.org/resource/United_Kingdom",530
"http://dbpedia.org/resource/Hi-Living","http://dbpedia.org/resource/Korea",530
"http://dbpedia.org/resource/Belgian_Export_Credit_Agency","http://dbpedia.org/resource/Belgium",530
"http://dbpedia.org/resource/Burness_Paull","http://dbpedia.org/resource/Scotland",530
"http://dbpedia.org/resource/Pine_River_Capital_Management","http://dbpedia.org/resource/Luxembourg",525
"http://dbpedia.org/resource/Münchner_Bank","http://dbpedia.org/resource/Germany",525
"http://dbpedia.org/resource/Pine_River_Capital_Management","http://dbpedia.org/resource/Hong_Kong",525
"http://dbpedia.org/resource/Sporveien_T-banen","http://dbpedia.org/resource/Norway",521
"http://dbpedia.org/resource/Al_Shamsi_Holdings","http://dbpedia.org/resource/United_Arab_Emirates",520
"http://dbpedia.org/resource/Advania","http://dbpedia.org/resource/Sweden",520
"http://dbpedia.org/resource/Xaar_plc","http://dbpedia.org/resource/United_Kingdom",516
"http://dbpedia.org/resource/Taseko_Mines","http://dbpedia.org/resource/Canada",514
"http://dbpedia.org/resource/GLS_Bank","http://dbpedia.org/resource/Germany",514
"http://dbpedia.org/resource/Cimcorp","http://dbpedia.org/resource/Finland",510
"http://dbpedia.org/resource/Tomy","http://dbpedia.org/resource/Japan",509
"http://dbpedia.org/resource/Philippine_Broadcasting_Service","http://dbpedia.org/resource/Philippines",509
"http://dbpedia.org/resource/Koscom","http://dbpedia.org/resource/South_Korea",507
"http://dbpedia.org/resource/Aquarion_AG","http://dbpedia.org/resource/Canton_of_Zug",501
"http://dbpedia.org/resource/Mercantile_Bank_(South_Africa)","http://dbpedia.org/resource/South_Africa",501
"http://dbpedia.org/resource/ADSS_(ADS_Securities)","http://dbpedia.org/resource/UAE",501
"http://dbpedia.org/resource/Aquarion_AG","http://dbpedia.org/resource/Switzerland",501
"http://dbpedia.org/resource/Elfa_International","http://dbpedia.org/resource/Sweden",501
"http://dbpedia.org/resource/GigaMedia_Limited","http://dbpedia.org/resource/Taiwan",501
"http://dbpedia.org/resource/Skype_Technologies","http://dbpedia.org/resource/Luxembourg",500
"http://dbpedia.org/resource/Skype_Technologies","http://dbpedia.org/resource/Luxembourg_(city)",500
"http://dbpedia.org/resource/Infomir","http://dbpedia.org/resource/Ukraine",500
"http://dbpedia.org/resource/International_Medical_Group_(Uganda)","http://dbpedia.org/resource/Uganda",500
"http://dbpedia.org/resource/Dubai_Holding_Group","http://dbpedia.org/resource/United_Arab_Emirates",500
"http://dbpedia.org/resource/Skrill","http://dbpedia.org/resource/United_Kingdom",500
"http://dbpedia.org/resource/Johnson_Matthey_Battery_Systems","http://dbpedia.org/resource/United_Kingdom",500
"http://dbpedia.org/resource/Simply_Business","http://dbpedia.org/resource/United_Kingdom",500
"http://dbpedia.org/resource/Bob's_Red_Mill","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/RE/MAX","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Chemical_Diversity","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/K2_Sports","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Kansas_City_Life_Insurance_Company","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/XBee","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Skype_Technologies","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/ECollege","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Amerex","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/American_Bridge_Company","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Amyris_(company)","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/P._Terry's","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/The_NOCO_Company","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/AerSale","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Enshored","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Warburg_Pincus","http://dbpedia.org/resource/United_States",500
"http://dbpedia.org/resource/Nitro_Química","http://dbpedia.org/resource/Brazil",500
"http://dbpedia.org/resource/Maathai_Supermarkets","http://dbpedia.org/resource/Kenya",500
"http://dbpedia.org/resource/Banque_commerciale_du_Congo","http://dbpedia.org/resource/Democratic_Republic_of_Congo",500
"http://dbpedia.org/resource/Bedell_(company)","http://dbpedia.org/resource/Channel_Islands",500
"http://dbpedia.org/resource/Telekom_Albania","http://dbpedia.org/resource/Albania",500
"http://dbpedia.org/resource/Sogn_og_Fjordane_Energi","http://dbpedia.org/resource/Norway",500
"http://dbpedia.org/resource/TrønderEnergi","http://dbpedia.org/resource/Norway",500
"http://dbpedia.org/resource/Primus_Telecommunications_(Australia)","http://dbpedia.org/resource/Australia",500
"http://dbpedia.org/resource/Godfrey_Hirst_Carpets","http://dbpedia.org/resource/Australia",500
"http://dbpedia.org/resource/Charles_Parsons_(company)","http://dbpedia.org/resource/Australia",500
"http://dbpedia.org/resource/TT-Line_Company","http://dbpedia.org/resource/Australia",500
"http://dbpedia.org/resource/Feltex_Carpets","http://dbpedia.org/resource/Australia",500
"http://dbpedia.org/resource/Banagas","http://dbpedia.org/resource/Bahrain",500
"http://dbpedia.org/resource/Building_Technology_&_Ideas_Ltd.","http://dbpedia.org/resource/Bangladesh",500
"http://dbpedia.org/resource/Cooper's_(bakery)","http://dbpedia.org/resource/Bangladesh",500
"http://dbpedia.org/resource/Browns_Shoes","http://dbpedia.org/resource/Canada",500
"http://dbpedia.org/resource/CCH_Canadian","http://dbpedia.org/resource/Canada",500
"http://dbpedia.org/resource/MEVA_Schalungs-Systeme","http://dbpedia.org/resource/Germany",500
"http://dbpedia.org/resource/Poggenpohl","http://dbpedia.org/resource/Germany",500
"http://dbpedia.org/resource/Bedell_(company)","http://dbpedia.org/resource/Jersey",500
"http://dbpedia.org/resource/MT-Energie","http://dbpedia.org/resource/Germany",500
"http://dbpedia.org/resource/Sortimo","http://dbpedia.org/resource/Germany",500
"http://dbpedia.org/resource/Belize_Telemedia_Limited","http://dbpedia.org/resource/Belize",500
"http://dbpedia.org/resource/JSC_Meteor_Plant","http://dbpedia.org/resource/Russia",500
"http://dbpedia.org/resource/Codan","http://dbpedia.org/resource/South_Australia",500
"http://dbpedia.org/resource/Jinwoo_SMC","http://dbpedia.org/resource/South_Korea",500
"http://dbpedia.org/resource/Ankama","http://dbpedia.org/resource/France",500
"http://dbpedia.org/resource/Adixen_Vacuum_Products","http://dbpedia.org/resource/France",500
"http://dbpedia.org/resource/Noble_Group","http://dbpedia.org/resource/Hong_Kong",500
"http://dbpedia.org/resource/Raja_Fashions","http://dbpedia.org/resource/Hong_Kong",500
"http://dbpedia.org/resource/Preqin","http://dbpedia.org/resource/Hong_Kong",500
"http://dbpedia.org/resource/MSPL_Limited","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/HarVa","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/Bharatiya_Mahila_Bank","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/Tex_Corp","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/Savita_Oil_Technologies_Limited","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/Burnpur_Cement","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/Kotak_Mutual_Fund","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/Yebhi","http://dbpedia.org/resource/India",500
"http://dbpedia.org/resource/Carmel_Agrexco","http://dbpedia.org/resource/Israel",500
"http://dbpedia.org/resource/Jaber_Ebne_Hayyan_Pharmaceutical_Company","http://dbpedia.org/resource/Iran",500
"http://dbpedia.org/resource/Xtralis","http://dbpedia.org/resource/Ireland",500
"http://dbpedia.org/resource/Guglielmo_coffee","http://dbpedia.org/resource/Italy",500
"http://dbpedia.org/resource/B&B_Italia","http://dbpedia.org/resource/Italy",500
"http://dbpedia.org/resource/Toyo_Rikagaku_Kenkyusho","http://dbpedia.org/resource/Japan",500
"http://dbpedia.org/resource/Lotte_Kolson","http://dbpedia.org/resource/Pakistan",500
"http://dbpedia.org/resource/Chincul","http://dbpedia.org/resource/Argentina",500
"http://dbpedia.org/resource/Thaicom_(company)","http://dbpedia.org/resource/Thailand",500
"http://dbpedia.org/resource/Turkish_Bank","http://dbpedia.org/resource/Turkey",500
"http://dbpedia.org/resource/Hospitadent","http://dbpedia.org/resource/Turkey",500
"http://dbpedia.org/resource/Brand_Union","http://dbpedia.org/resource/UK",500
"http://dbpedia.org/resource/National_Computing_Centre","http://dbpedia.org/resource/UK",500
"http://dbpedia.org/resource/Gerald_Eve","http://dbpedia.org/resource/UK",500
"http://dbpedia.org/resource/Cumberland_Building_Society","http://dbpedia.org/resource/UK",500
"http://dbpedia.org/resource/Polarcus","http://dbpedia.org/resource/UAE",500
"http://dbpedia.org/resource/SiteGround","http://dbpedia.org/resource/Bulgaria",500
"http://dbpedia.org/resource/Nexcom_Bulgaria","http://dbpedia.org/resource/Bulgaria",500
"http://dbpedia.org/resource/AerSale","http://dbpedia.org/resource/Coral_Gables,_Florida",500
"http://dbpedia.org/resource/CupruMin","http://dbpedia.org/resource/Romania",500
"http://dbpedia.org/resource/E.ON_Gaz_Romania","http://dbpedia.org/resource/Romania",500
"http://dbpedia.org/resource/Preqin","http://dbpedia.org/resource/Singapore",500
"http://dbpedia.org/resource/Bernafon","http://dbpedia.org/resource/Switzerland",500
"http://dbpedia.org/resource/Sandahlsbolagen","http://dbpedia.org/resource/Sweden",500
"http://dbpedia.org/resource/Global_Unichip_Corporation","http://dbpedia.org/resource/Taiwan",500
"http://dbpedia.org/resource/Hmisho_Trading_Group","http://dbpedia.org/resource/Syria",500
"http://dbpedia.org/resource/Swissgrid","http://dbpedia.org/resource/Switzerland",500
"http://dbpedia.org/resource/Egon_Zehnder","http://dbpedia.org/resource/Switzerland",500
"http://dbpedia.org/resource/Silicon_Power","http://dbpedia.org/resource/Taiwan",500
"http://dbpedia.org/resource/Thermaltake","http://dbpedia.org/resource/Taiwan",500
"http://dbpedia.org/resource/Enshored","http://dbpedia.org/resource/Philippines",500
"http://dbpedia.org/resource/Smyk_Department_Store","http://dbpedia.org/resource/Poland",500
"http://dbpedia.org/resource/Jelcz","http://dbpedia.org/resource/Poland",500
"http://dbpedia.org/resource/Grupo_Leya","http://dbpedia.org/resource/Portugal",500
"http://dbpedia.org/resource/Brand_Union","http://dbpedia.org/resource/England",500
"http://dbpedia.org/resource/Cumberland_Building_Society","http://dbpedia.org/resource/England",500
"http://dbpedia.org/resource/Red_Link_Communications","http://dbpedia.org/resource/Myanmar",500
"http://dbpedia.org/resource/SKS365","http://dbpedia.org/resource/Malta",500
"http://dbpedia.org/resource/Shatel","http://dbpedia.org/resource/Tehran,_Iran",500
"http://dbpedia.org/resource/Kingston_Smith","http://dbpedia.org/resource/United_Kingdom",499
"http://dbpedia.org/resource/Jaiz_Bank","http://dbpedia.org/resource/Nigeria",499
"http://dbpedia.org/resource/Swiss_Center_for_Electronics_and_Microtechnology","http://dbpedia.org/resource/Switzerland",499
"http://dbpedia.org/resource/Atlas_GmbH","http://dbpedia.org/resource/Germany",498
"http://dbpedia.org/resource/The9","http://dbpedia.org/resource/People's_Republic_of_China",498
"http://dbpedia.org/resource/Leadtek","http://dbpedia.org/resource/Taiwan",498
"http://dbpedia.org/resource/Bushiroad","http://dbpedia.org/resource/Japan",497
"http://dbpedia.org/resource/Richer_Sounds","http://dbpedia.org/resource/England",492
"http://dbpedia.org/resource/Assuranceforeningen_Gard","http://dbpedia.org/resource/Norway",491
"http://dbpedia.org/resource/Votorantim_Energia","http://dbpedia.org/resource/Brazil",490
"http://dbpedia.org/resource/Slovalco","http://dbpedia.org/resource/Slovakia",490
"http://dbpedia.org/resource/Absa_Bank_Tanzania_Limited","http://dbpedia.org/resource/Tanzania",490
"http://dbpedia.org/resource/Toei_Animation","http://dbpedia.org/resource/Japan",485
"http://dbpedia.org/resource/Exelixis","http://dbpedia.org/resource/United_States",484
"http://dbpedia.org/resource/Safeway_Insurance_Group","http://dbpedia.org/resource/United_States",483
"http://dbpedia.org/resource/Southern_Natural_Gas","http://dbpedia.org/resource/United_States",480
"http://dbpedia.org/resource/Sparkasse_Mittelholstein","http://dbpedia.org/resource/Germany",480
"http://dbpedia.org/resource/JKX_Oil_&_Gas","http://dbpedia.org/resource/England",480
"http://dbpedia.org/resource/Akmenės_Cementas","http://dbpedia.org/resource/Lithuania",476
"http://dbpedia.org/resource/Sparkasse_zu_Lübeck","http://dbpedia.org/resource/Germany",476
"http://dbpedia.org/resource/Roke_Manor_Research","http://dbpedia.org/resource/United_Kingdom",475
"http://dbpedia.org/resource/Diamond_Trust_Bank_(Tanzania)_Limited","http://dbpedia.org/resource/Tanzania",475
"http://dbpedia.org/resource/Jordan_Ceramic_Industries","http://dbpedia.org/resource/Jordan",475
"http://dbpedia.org/resource/Embassy_Group","http://dbpedia.org/resource/India",473
"http://dbpedia.org/resource/Arotech_Corporation","http://dbpedia.org/resource/United_States",472
"http://dbpedia.org/resource/M_and_M_Direct","http://dbpedia.org/resource/United_Kingdom",470
"http://dbpedia.org/resource/Eidesvik_Offshore","http://dbpedia.org/resource/Norway",470
"http://dbpedia.org/resource/Viastore_Systems","http://dbpedia.org/resource/Germany",470
"http://dbpedia.org/resource/Netezza","http://dbpedia.org/resource/United_States",469
"http://dbpedia.org/resource/Bank_für_Sozialwirtschaft","http://dbpedia.org/resource/Germany",464
"http://dbpedia.org/resource/Laya_Healthcare","http://dbpedia.org/resource/Republic_of_Ireland",459
"http://dbpedia.org/resource/InkStop","http://dbpedia.org/resource/United_States",456
"http://dbpedia.org/resource/Van_de_Velde_N.V.","http://dbpedia.org/resource/Belgium",456
"http://dbpedia.org/resource/Infogix,_Inc.","http://dbpedia.org/resource/United_States",455
"http://dbpedia.org/resource/Jackson_Electric_Membership_Corporation","http://dbpedia.org/resource/United_States",453
"http://dbpedia.org/resource/OFZ,_a.s.,_Istebné","http://dbpedia.org/resource/Slovakia",453
"http://dbpedia.org/resource/Banco_Nacional_Ultramarino","http://dbpedia.org/resource/Macau",450
"http://dbpedia.org/resource/Kampala_Cement_Company_Limited","http://dbpedia.org/resource/Uganda",450
"http://dbpedia.org/resource/Bodybuilding.com","http://dbpedia.org/resource/United_States",450
"http://dbpedia.org/resource/20th_Digital_Studio","http://dbpedia.org/resource/United_States",450
"http://dbpedia.org/resource/ITA_Software","http://dbpedia.org/resource/United_States",450
"http://dbpedia.org/resource/Stargate_Industries","http://dbpedia.org/resource/United_States",450
"http://dbpedia.org/resource/Dari_Mart","http://dbpedia.org/resource/United_States",450
"http://dbpedia.org/resource/Norske_Skog_Saugbrugs","http://dbpedia.org/resource/Norway",450
"http://dbpedia.org/resource/Gustav_Gerster","http://dbpedia.org/resource/Germany",450
"http://dbpedia.org/resource/Cube_Bikes","http://dbpedia.org/resource/Germany",450
"http://dbpedia.org/resource/CureVac","http://dbpedia.org/resource/Germany",450
"http://dbpedia.org/resource/Karelian_Industrial_Complex","http://dbpedia.org/resource/Russia",450
"http://dbpedia.org/resource/National_Housing_Bank","http://dbpedia.org/resource/India",450
"http://dbpedia.org/resource/Jerusalem_District_Electricity_Company","http://dbpedia.org/resource/Israel",450
"http://dbpedia.org/resource/Norse_Merchant_Ferries","http://dbpedia.org/resource/UK",450
"http://dbpedia.org/resource/Avanza","http://dbpedia.org/resource/Sweden",450
"http://dbpedia.org/resource/Telia_Carrier","http://dbpedia.org/resource/Sweden",450
"http://dbpedia.org/resource/Joh._Enschedé","http://dbpedia.org/resource/Netherlands",450
"http://dbpedia.org/resource/Bank_of_Africa_Uganda_Limited","http://dbpedia.org/resource/Uganda",448
"http://dbpedia.org/resource/Millat_Tractors","http://dbpedia.org/resource/Pakistan",448
"http://dbpedia.org/resource/Laurent-Perrier","http://dbpedia.org/resource/France",446
"http://dbpedia.org/resource/FMO_(Netherlands)","http://dbpedia.org/resource/Netherlands",444
"http://dbpedia.org/resource/Money_Management_International","http://dbpedia.org/resource/United_States",440
"http://dbpedia.org/resource/Auto_Windscreens","http://dbpedia.org/resource/Derbyshire",440
"http://dbpedia.org/resource/Bavarian_Nordic","http://dbpedia.org/resource/Denmark",437
"http://dbpedia.org/resource/Huf_Haus","http://dbpedia.org/resource/Germany",434
"http://dbpedia.org/resource/Troms_Kraft","http://dbpedia.org/resource/Norway",433
"http://dbpedia.org/resource/Dhiraagu","http://dbpedia.org/resource/Maldives",430
"http://dbpedia.org/resource/Internet_Group","http://dbpedia.org/resource/Brazil",430
"http://dbpedia.org/resource/Havila_Shipping","http://dbpedia.org/resource/Norway",430
"http://dbpedia.org/resource/Deutsche_Hypothekenbank","http://dbpedia.org/resource/Germany",430
"http://dbpedia.org/resource/Klakki","http://dbpedia.org/resource/Iceland",430
"http://dbpedia.org/resource/Great_Southern_Group","http://dbpedia.org/resource/Western_Australia",430
"http://dbpedia.org/resource/Carolina_Foods","http://dbpedia.org/resource/United_States",425
"http://dbpedia.org/resource/Yorkshire_Trading_Company","http://dbpedia.org/resource/United_Kingdom",425
"http://dbpedia.org/resource/MESC-Jordan","http://dbpedia.org/resource/Jordan",425
"http://dbpedia.org/resource/LAC_Group","http://dbpedia.org/resource/United_States",424
"http://dbpedia.org/resource/Office_of_the_Auditor_General_of_Norway","http://dbpedia.org/resource/Norway",423
"http://dbpedia.org/resource/Samsung_Medison","http://dbpedia.org/resource/South_Korea",422
"http://dbpedia.org/resource/Acotel_Group","http://dbpedia.org/resource/Italy",421
"http://dbpedia.org/resource/Acotel_Group","http://dbpedia.org/resource/Rome",421
"http://dbpedia.org/resource/KCB_Bank_Uganda_Limited","http://dbpedia.org/resource/Uganda",420
"http://dbpedia.org/resource/Medical_Defence_Union","http://dbpedia.org/resource/United_Kingdom",420
